Row1,Row2
-63.64434,-59.83154
-63.18004,-59.67172
-64.12517,-59.90418
-65.25624,-60.17066
-65.89587,-60.48933
-66.78964,-60.90407
-67.61742,-60.89469
-68.05612,-60.73279
-68.67742,-60.8444
-69.91786,-60.86975
-72.94279,-61.02816
-77.20208,-61.54027
-76.07922,-61.52408
-73.81967,-61.11615
-76.6775,-61.23621
-84.92985,-61.42297
-91.38592,-61.31701
-91.31023,-61.41573
-91.47878,-61.38439
-104.97634,-61.08906
-94.16946,-61.14441
-109.65662,-61.1716
-104.33919,-60.75166
-86.19615,-60.47147
-91.3593,-60.4939
-92.19854,-60.80659
-82.93596,-61.55065
-75.19309,-62.19749
-77.7215,-62.67298
-79.41291,-63.3542
-76.02104,-63.18004
-77.19932,-62.2948
-83.71771,-62.23838
-92.11377,-62.48915
-102.63979,-62.46561
-101.97476,-63.21647
-89.96643,-64.27136
-98.82828,-64.59235
-82.42661,-65.30368
-81.76855,-66.2154
-111.06003,-66.66519
-97.80106,-68.55157
-81.99573,-71.41079
-84.25582,-72.11547
-84.03883,-73.50892
-79.75814,-76.16853
-83.67169,-75.27943
-104.14515,-75.29486
-117.13367,-79.03917
-92.80325,-82.21076
-83.22547,-86.41645
-83.91687,-103.96941
-121.00527,-84.69548
-100.41058,-78.30064
-87.61307,-75.96813
-137.59352,-75.69259
-106.18734,-73.19022
-84.69126,-71.5795
-96.14958,-72.27081
-86.69689,-70.85587
-93.91881,-68.75968
-100.32954,-69.17805
-103.61959,-69.21715
-92.82932,-67.11002
-97.3769,-65.63563
-79.46558,-64.5986
-76.43761,-63.31443
-78.12021,-62.68326
-76.69814,-62.80578
-75.08943,-63.01385
-77.91539,-62.87358
-77.81938,-62.48371
-73.85371,-62.67658
-74.76934,-63.42927
-80.06434,-63.33579
-81.37022,-62.73185
-79.97855,-62.617
-79.53153,-62.01954
-76.52769,-60.95242
-73.07699,-60.63678
-71.0687,-60.50632
-70.40152,-59.75532
-70.48398,-59.27285
-70.1592,-59.3692
-69.90415,-59.33933
-70.79372,-59.1772
-71.23534,-59.21543
-70.71053,-59.35593
-71.97133,-59.637
-74.2594,-60.03475
-73.84267,-60.35802
-74.14331,-60.73146
-77.01076,-60.88077
-76.46691,-60.50747
-74.55944,-60.44982
-75.6787,-60.85264
-75.52559,-60.73562
-73.07517,-60.51835
-72.03399,-60.82638
-71.31709,-60.83604
-70.74923,-60.87916
-71.30928,-61.94951
-71.43017,-62.94744
-71.66897,-63.12873
-73.65635,-63.78126
-74.60681,-64.79202
-75.31975,-65.90698
-79.46552,-67.71112
-79.27793,-68.61864
-76.38047,-68.8555
-78.93024,-70.56224
-78.3379,-70.92453
-73.88891,-70.09387
-74.01972,-72.21734
-74.25579,-74.08963
-71.86339,-72.54588
-71.03983,-72.75729
-69.73232,-73.34541
-68.24587,-74.1494
-69.44932,-81.4855
-70.71765,-103.09111
-70.4467,-109.85674
-72.7381,-81.39979
-75.43294,-75.65066
-75.76467,-72.5903
-80.28825,-68.09442
-84.46655,-66.36749
-83.94167,-66.45208
-94.97313,-64.98593
-86.13326,-64.21957
-100.36356,-64.82194
-99.18514,-64.20844
-87.6449,-63.78004
-81.29602,-64.22181
-103.98777,-63.5325
-98.33036,-63.25064
-83.78774,-63.92284
-91.56632,-63.43927
-107.9726,-62.95208
-82.95115,-62.8916
-85.73784,-62.1036
-87.81248,-62.12851
-81.29873,-62.54559
-88.84183,-61.54512
-100.22612,-61.29271
-101.95932,-61.88568
-86.44709,-61.15418
-121.16216,-60.94759
-83.71712,-61.8519
-101.90422,-61.52993
-95.36433,-61.31931
-76.15824,-62.58074
-76.38005,-63.60874
-75.58172,-64.30829
-70.64192,-65.03647
-70.0741,-65.3664
-70.66457,-66.9092
-69.60214,-67.59593
-69.67238,-65.75861
-69.65468,-66.63388
-69.74132,-69.29065
-71.12959,-67.54778
-70.12864,-66.8076
-69.63301,-68.97242
-72.77711,-68.20437
-72.12194,-66.40966
-69.35295,-67.06507
-70.79457,-68.67719
-71.36273,-70.14188
-69.05664,-70.41577
-69.08334,-70.60097
-69.63356,-74.38551
-68.97339,-77.00659
-68.49707,-74.12254
-67.72944,-77.05885
-68.30195,-82.11326
-70.33143,-75.86047
-69.36561,-75.95478
-68.69129,-84.43427
-72.34679,-84.93632
-76.24345,-83.20748
-75.61675,-90.15862
-75.27566,-95.95013
-74.30319,-79.9876
-73.29953,-75.43259
-71.59546,-73.19389
-68.99511,-69.6695
-69.37106,-67.83128
-71.45277,-67.39051
-69.59851,-66.0816
-68.5101,-65.18852
-70.99172,-64.89378
-72.69248,-64.24636
-72.26148,-64.44486
-72.75735,-64.64096
-73.37599,-63.26599
-73.92399,-62.58741
-73.24995,-62.8819
-72.39932,-62.29005
-73.87696,-61.35812
-72.28139,-60.70775
-68.29979,-60.20508
-67.90119,-60.23413
-68.62271,-60.07703
-66.90146,-59.3447
-66.06136,-58.98909
-66.63068,-58.68875
-66.91824,-58.22328
-67.46207,-58.34211
-67.36235,-58.57946
-66.7289,-58.64329
-67.81119,-59.08427
-68.73094,-59.07821
-67.98365,-58.71152
-68.4071,-59.17643
-68.81806,-59.41505
-67.7759,-58.93159
-66.78277,-59.13285
-65.32624,-59.3587
-64.71786,-58.86827
-65.73194,-58.69622
-65.12165,-58.64373
-63.81157,-58.37341
-64.44588,-58.20691
-64.03692,-57.77319
-62.18523,-57.57709
-62.16438,-57.98667
-62.92712,-57.78618
-62.65187,-57.41105
-62.43166,-57.82355
-62.28256,-57.78338
-62.12816,-57.45204
-62.32846,-58.11247
-62.11763,-58.61299
-62.14594,-58.3982
-62.57116,-58.5899
-61.60155,-58.52676
-60.67833,-58.11471
-60.87454,-58.28714
-60.25039,-58.32855
-59.56216,-58.07539
-60.28916,-58.32532
-60.48819,-58.62709
-59.72456,-58.87295
-59.88916,-59.3473
-60.29361,-59.53737
-60.11561,-60.01344
-60.08615,-60.88
-60.14496,-60.69286
-60.36565,-60.67345
-60.66095,-61.86673
-60.41046,-61.96869
-60.59971,-61.27881
-61.38441,-62.03905
-61.14274,-63.20849
-60.84483,-63.60336
-61.44619,-63.96626
-61.39476,-64.05976
-61.15335,-64.24319
-62.00534,-64.98587
-62.79265,-65.46794
-63.18855,-66.24755
-64.19116,-67.73633
-65.37782,-68.97768
-66.84568,-71.26199
-68.50037,-74.04038
-68.84061,-73.72634
-69.94647,-76.41854
-74.10567,-95.4114
-79.16414,-95.39126
-83.43738,-92.10755
-89.40964,-78.60765
-95.3639,-75.75448
-91.22094,-77.46009
-83.18974,-77.61453
-83.17212,-76.72103
-77.82686,-76.42766
-73.13134,-75.75045
-72.69474,-74.23966
-71.84,-72.22524
-69.12592,-71.4036
-67.65136,-70.93932
-66.63394,-68.49125
-65.425,-66.32394
-64.99155,-65.78963
-64.69053,-65.32811
-64.04483,-64.68887
-64.07441,-64.84094
-64.56051,-65.12111
-64.47602,-65.01412
-64.2438,-64.95944
-64.49039,-64.68675
-64.8696,-64.41394
-64.73436,-64.44796
-64.25818,-63.8819
-64.4539,-62.97499
-65.12719,-62.88322
-64.51001,-63.13764
-63.13739,-62.76842
-62.78903,-62.04698
-62.85036,-61.29199
-62.1811,-60.6076
-61.73203,-60.18334
-61.82484,-59.72995
-61.16992,-59.11354
-60.16508,-58.74831
-60.13002,-58.49042
-60.50976,-57.99169
-60.21769,-57.68031
-59.80696,-57.66588
-59.82474,-57.46826
-59.9561,-57.35188
-60.13331,-57.60998
-60.36444,-57.60381
-60.33694,-57.32032
-60.19758,-57.46294
-60.51704,-57.82017
-61.30191,-57.95784
-61.72492,-58.10819
-61.56724,-58.25599
-61.81964,-58.27256
-62.51839,-58.41192
-62.67479,-58.72143
-62.77901,-59.01795
-63.57715,-59.16328
-64.13583,-59.32526
-63.96336,-59.96845
-63.76724,-60.64801
-63.83577,-60.5263
-64.35044,-60.55169
-64.93957,-61.31553
-65.21755,-61.67383
-66.11375,-61.68002
-67.25586,-62.41314
-67.53999,-63.62758
-68.9353,-64.59002
-71.27517,-64.65146
-70.69054,-64.34367
-70.32223,-65.40551
-72.24661,-66.63987
-72.20566,-65.58379
-70.49122,-65.10231
-69.31995,-65.91569
-68.10081,-65.269
-67.72532,-64.45444
-67.20967,-64.86413
-65.93558,-64.84989
-66.57159,-64.5844
-68.13892,-64.64778
-67.02954,-64.43817
-66.41206,-64.86514
-67.33973,-65.49203
-67.03817,-65.15492
-66.84152,-65.82472
-67.03435,-67.07672
-65.87187,-66.6365
-65.70575,-67.44623
-66.57973,-69.88078
-66.03003,-69.29055
-65.76642,-68.51916
-65.92815,-69.99144
-64.77765,-70.61685
-64.07852,-69.82796
-63.80085,-68.5589
-63.05059,-67.768
-63.20085,-68.79513
-63.2409,-68.71463
-62.03529,-67.21263
-61.75353,-68.16899
-62.11262,-69.14031
-61.98965,-68.28375
-62.70668,-70.72097
-63.30955,-75.21347
-62.49907,-75.23312
-62.40437,-77.96112
-62.59853,-80.4067
-62.35315,-77.62867
-63.34465,-84.80926
-64.20393,-108.54266
-63.70632,-87.72083
-64.16184,-93.37675
-64.06246,-91.64129
-63.17143,-83.6969
-64.41655,-93.46159
-65.01095,-83.82753
-63.16127,-79.78215
-63.43068,-77.92681
-64.75938,-85.01526
-64.31709,-80.16466
-64.69956,-83.13967
-65.22108,-95.06824
-64.48646,-86.40281
-65.22293,-106.15022
-66.04282,-106.9361
-65.42211,-80.82079
-66.28805,-92.20901
-66.85753,-86.53218
-65.84372,-107.53685
-66.6186,-87.66784
-67.37879,-82.11534
-66.61506,-104.46396
-66.87788,-97.31656
-66.01411,-91.1357
-64.62064,-78.40713
-65.26755,-79.0176
-64.728,-77.80533
-62.77147,-71.51174
-62.42981,-69.64152
-61.94604,-68.97844
-61.03078,-68.08755
-61.51995,-68.67932
-61.68724,-67.93028
-61.04858,-66.87598
-61.72867,-68.8528
-62.49793,-70.06084
-62.2389,-68.41728
-62.31567,-68.63076
-62.23544,-69.61146
-62.57963,-70.45499
-64.15611,-72.22178
-64.31272,-71.35588
-63.52198,-69.97132
-63.87121,-70.42493
-63.41872,-69.58862
-62.7572,-69.18497
-63.43953,-69.78412
-63.63063,-68.00547
-63.55102,-67.49607
-63.9742,-68.80646
-63.0533,-67.14807
-62.73854,-66.66027
-64.62722,-69.89079
-65.75301,-69.9761
-66.04162,-68.159
-67.79149,-69.65709
-68.39568,-70.50045
-68.59973,-70.56025
-70.61424,-72.94047
-70.98694,-72.81536
-71.05392,-71.44012
-72.83956,-71.81425
-72.47578,-70.81957
-72.84455,-70.61313
-75.03693,-71.72982
-73.86202,-70.63325
-75.80058,-70.90687
-91.31427,-73.11819
-114.89652,-71.8211
-95.18671,-71.10315
-101.68566,-72.61506
-133.83456,-72.42008
-85.85976,-73.32713
-75.96964,-75.53431
-74.55496,-74.4763
-73.26475,-75.9166
-71.21477,-80.20132
-70.97895,-79.18153
-69.50552,-82.67013
-67.38849,-95.80116
-66.94298,-84.80455
-66.95226,-82.78559
-67.04756,-86.04093
-67.1386,-83.949
-66.18996,-91.61262
-65.61784,-112.79532
-65.20964,-89.77552
-63.79861,-91.06298
-63.23339,-77.03879
-63.30775,-74.87213
-62.53725,-73.11497
-62.42371,-71.76545
-62.46967,-70.93179
-61.03165,-68.80782
-60.34561,-67.89078
-60.68751,-67.74959
-60.3756,-66.38126
-60.57595,-66.22424
-61.24394,-67.06431
-60.55436,-66.25275
-60.47128,-66.27526
-61.44271,-67.38538
-60.77447,-65.98641
-59.88413,-64.37321
-60.23765,-64.15047
-60.19264,-63.90287
-59.8586,-63.74812
-59.80123,-63.23517
-59.23452,-62.07742
-59.1116,-61.99428
-59.76859,-62.34098
-59.77421,-61.80041
-59.68915,-61.91762
-60.27029,-62.28231
-60.51751,-61.59024
-60.7348,-61.75045
-61.44759,-62.65241
-61.69785,-62.22258
-61.54293,-61.7625
-61.63699,-61.83818
-62.21494,-61.49989
-63.17069,-61.41136
-62.9628,-61.08731
-62.16317,-60.10969
-62.85321,-59.98044
-63.29871,-60.08571
-62.15532,-59.37751
-62.15138,-59.27213
-62.7286,-59.41762
-61.84292,-58.54927
-61.45408,-58.01031
-62.09066,-58.0684
-62.15854,-57.7103
-61.98148,-57.45199
-61.69979,-57.45176
-61.29805,-57.25829
-62.00314,-57.39374
-62.90291,-57.63519
-62.63662,-57.51413
-63.26067,-57.83141
-64.93946,-58.27667
-65.36598,-58.03023
-65.52463,-58.01295
-65.99992,-58.22684
-65.73314,-57.94622
-66.01567,-57.87451
-66.69124,-57.93633
-66.91498,-57.71434
-68.66535,-58.25365
-70.98642,-59.35642
-70.90176,-59.6749
-73.17791,-60.11386
-80.84791,-60.97027
-85.09597,-60.95332
-96.74208,-61.25306
-83.96771,-62.42245
-92.17846,-62.45691
-90.93805,-62.31757
-86.14043,-63.39609
-78.60017,-63.40645
-81.48804,-62.40766
-90.42476,-62.58741
-111.71755,-62.67865
-100.31414,-61.86866
-97.29329,-62.04554
-90.91363,-63.14834
-92.49292,-63.76472
-77.67348,-64.39573
-76.08038,-65.19997
-77.22461,-65.33652
-74.47755,-66.00241
-72.46085,-67.92583
-73.37222,-69.16394
-74.2147,-69.07608
-73.59488,-69.2415
-73.53299,-69.76003
-74.86427,-70.34755
-77.02829,-70.78496
-76.57123,-71.1844
-73.80414,-73.24804
-72.39361,-78.37235
-70.54533,-86.8779
-67.79008,-95.97512
-67.1283,-81.05878
-67.62802,-75.15769
-65.73608,-70.50591
-63.81222,-67.44645
-64.05625,-66.37517
-64.33789,-65.81384
-63.2204,-64.63072
-62.80621,-63.7535
-63.68568,-63.58422
-64.21615,-63.12304
-63.47918,-62.04067
-62.92305,-61.33076
-63.48766,-61.21592
-63.86462,-60.77554
-63.24916,-59.96488
-63.19182,-59.44242
-63.36484,-58.8901
-62.54384,-58.26946
-62.30177,-58.19056
-63.06138,-58.21695
-62.87763,-57.82489
-62.20791,-57.5648
-62.46943,-57.39143
-63.17104,-57.19955
-63.92687,-57.55847
-64.38768,-57.83526
-64.34861,-57.3943
-65.14758,-57.32401
-65.864,-57.33374
-64.77277,-56.56805
-65.0412,-56.3856
-67.1678,-56.98175
-66.13517,-56.75114
-64.07125,-56.32686
-64.49638,-56.71514
-65.11954,-56.88299
-64.6329,-56.6558
-64.72625,-56.62457
-64.64762,-56.33006
-64.39545,-56.11526
-65.23907,-56.43184
-65.79775,-56.52976
-65.45807,-56.5677
-65.98732,-57.07493
-67.0448,-57.22087
-67.8964,-57.13507
-68.90598,-57.67581
-68.71138,-58.02897
-67.66241,-57.8455
-67.90168,-58.11124
-69.07297,-58.55252
-69.59339,-58.56351
-68.8169,-58.49108
-67.64868,-58.33786
-67.60397,-58.14735
-67.69447,-58.20273
-66.00723,-58.18496
-64.47026,-57.94512
-64.19698,-57.79831
-64.04783,-57.84822
-63.80119,-58.04028
-63.75514,-58.08274
-63.67913,-58.08595
-64.07207,-58.70921
-64.62163,-59.33432
-64.17417,-59.05127
-63.61333,-59.13385
-63.37631,-59.8526
-62.74509,-59.70223
-62.31111,-59.44052
-62.20217,-60.07925
-61.79897,-60.27019
-61.696,-59.86951
-61.83176,-60.16619
-61.41048,-60.86273
-61.02029,-61.24074
-60.60478,-61.12905
-59.77613,-60.86769
-59.57576,-61.63508
-59.82675,-63.08937
-59.51585,-63.39175
-59.62533,-64.10268
-60.24339,-66.47016
-59.85853,-66.71382
-59.59611,-65.62328
-60.53606,-67.69382
-60.97132,-71.38341
-60.5128,-72.27162
-60.56274,-75.68717
-60.89337,-101.61228
-61.28195,-84.46033
-61.84141,-85.07328
-61.96215,-82.25636
-62.1808,-79.00064
-62.87686,-76.20976
-62.65719,-73.34676
-62.07903,-73.01502
-62.71702,-74.77017
-63.54729,-73.02394
-63.22006,-70.40606
-63.02533,-71.20925
-63.77653,-71.27858
-64.41246,-68.41885
-64.18721,-68.44096
-64.28799,-70.2378
-65.39968,-68.07144
-66.29724,-66.51037
-66.74919,-67.86918
-68.12247,-67.62002
-69.36766,-65.81033
-69.57302,-65.59066
-71.38747,-65.57476
-75.72057,-65.29333
-81.80667,-65.45158
-106.52712,-64.87591
-89.27259,-64.58139
-89.32026,-65.41478
-82.23131,-64.73342
-77.97989,-63.26034
-76.50812,-63.39809
-72.85796,-63.79614
-70.22708,-63.58372
-69.42252,-63.88118
-67.64059,-63.6652
-66.04172,-62.93327
-65.68436,-63.27889
-64.69969,-63.61036
-63.71066,-63.01026
-63.81303,-62.80476
-63.23985,-62.64414
-62.24478,-62.22672
-62.35175,-62.45383
-62.04042,-62.50817
-60.91098,-61.97634
-60.90347,-62.29227
-61.49122,-63.12671
-61.26111,-63.22597
-61.06955,-63.14456
-61.18059,-63.29038
-61.03781,-63.77191
-61.04365,-64.47359
-61.02346,-63.95611
-60.68014,-63.3171
-60.62587,-64.46101
-60.65964,-64.94705
-60.58157,-63.47432
-61.11095,-63.79227
-61.59052,-65.60883
-60.96929,-65.29457
-60.50433,-64.87622
-60.84466,-66.13227
-61.10418,-66.22712
-61.03666,-65.30313
-60.94926,-65.6067
-61.0395,-66.66679
-61.59099,-67.92783
-62.00018,-68.21328
-61.87752,-66.98861
-62.31958,-68.12227
-62.96281,-72.93549
-62.43783,-73.00051
-62.24832,-70.44716
-63.40396,-73.67323
-64.10383,-77.76413
-64.00614,-75.14726
-64.53394,-79.21555
-64.95942,-93.3142
-65.25716,-91.34809
-66.68454,-93.65174
-67.68396,-83.63963
-66.95327,-83.54571
-66.70061,-82.99394
-67.22371,-78.83422
-67.70419,-76.48941
-67.90489,-74.29713
-67.11849,-74.39779
-66.83512,-77.34636
-68.47618,-74.03816
-68.97025,-69.97829
-67.42792,-71.75714
-67.79798,-76.39269
-69.26712,-73.58627
-69.32396,-70.378
-70.1892,-70.6307
-71.43433,-71.94608
-70.47111,-71.95719
-70.63915,-70.57898
-72.40712,-69.53159
-71.63774,-69.898
-70.01625,-71.01177
-69.83548,-72.33048
-69.70354,-74.43102
-68.74652,-76.9227
-67.71353,-78.94167
-67.86428,-81.18138
-68.87226,-86.02991
-68.21763,-96.51192
-67.41571,-90.86239
-68.95101,-87.55981
-69.9627,-90.27687
-68.81366,-82.90907
-69.19894,-112.20321
-69.62454,-98.87791
-68.18539,-77.85808
-67.85227,-75.36831
-67.48765,-74.52295
-65.61584,-70.95131
-65.13069,-69.09
-65.86965,-68.85428
-65.25906,-68.0683
-64.44942,-66.82499
-64.57052,-65.6927
-64.50885,-65.26193
-64.51536,-65.7688
-65.06527,-65.79402
-65.13325,-65.1856
-64.90442,-65.40727
-65.25089,-65.66683
-65.5746,-65.0118
-65.47763,-64.96273
-65.54601,-65.67182
-65.77696,-65.25156
-66.06897,-64.15589
-66.60762,-64.38952
-66.57165,-65.64684
-65.94491,-65.73448
-66.69349,-65.21934
-68.62424,-66.0173
-68.88364,-67.16094
-69.65325,-67.78331
-73.76871,-69.21253
-74.36763,-69.60654
-71.89214,-67.96467
-75.10356,-67.80502
-77.54111,-68.71498
-72.08304,-68.54193
-71.63631,-68.26708
-74.42391,-67.00801
-72.7679,-64.95756
-71.93935,-64.76225
-73.02841,-65.46465
-71.51639,-65.08421
-70.92555,-65.23176
-71.4582,-65.22712
-70.045,-63.84165
-70.57654,-64.26062
-74.19973,-66.67418
-75.07644,-66.60831
-75.84383,-65.77718
-81.99689,-66.85264
-83.48088,-66.39053
-78.09721,-64.52476
-75.16026,-64.17033
-73.34097,-64.21086
-73.39546,-63.57994
-73.18349,-63.14197
-70.51139,-62.65534
-69.45713,-62.02348
-70.40932,-62.10281
-70.17594,-62.58394
-69.58615,-62.36822
-70.08638,-61.94536
-69.83594,-62.3697
-69.20423,-63.12768
-69.81519,-63.02131
-70.9406,-62.56282
-71.26885,-62.72289
-70.67068,-63.40699
-70.29278,-64.04604
-71.48496,-63.98935
-73.54392,-63.67119
-74.26307,-64.45299
-74.33104,-65.85849
-74.57663,-66.03549
-74.01624,-65.73509
-73.58573,-65.49449
-74.60148,-65.0237
-75.64865,-66.09123
-74.41749,-68.16355
-73.29474,-67.16483
-74.72583,-66.41518
-76.86776,-69.40284
-76.9043,-72.0146
-78.35938,-71.54436
-83.4155,-75.17677
-88.61836,-82.3552
-96.0698,-81.70816
-97.9407,-99.37101
-87.09118,-77.75256
-80.6638,-76.93463
-79.18648,-80.33104
-80.36364,-77.00817
-75.91335,-73.57133
-71.82468,-72.53162
-71.59767,-70.53249
-71.74617,-68.04659
-70.12287,-67.26691
-68.76869,-66.89281
-67.79442,-65.12457
-67.21752,-63.68458
-66.41102,-62.95988
-64.27897,-61.53351
-63.05903,-60.37864
-63.54285,-60.3432
-62.98608,-59.89044
-61.67122,-58.86996
-61.80699,-58.65234
-61.62841,-58.71398
-60.43419,-58.41362
-60.79792,-58.3948
-62.31147,-58.46802
-62.37789,-58.38613
-61.87176,-58.56065
-62.01136,-58.57431
-62.2012,-58.47083
-62.15448,-58.77506
-61.61758,-58.52548
-61.12546,-57.72221
-61.27456,-57.57794
-61.07452,-57.41755
-60.66616,-56.75368
-61.07522,-56.73554
-61.20448,-57.1913
-60.85738,-57.15433
-61.54065,-57.0827
-62.51106,-57.37929
-62.81354,-57.76798
-63.43952,-58.17162
-64.06063,-58.59836
-64.87374,-59.21435
-66.43817,-59.55108
-65.94988,-59.07513
-64.83856,-59.22494
-66.08706,-60.06741
-66.30335,-59.35348
-64.69192,-58.53554
-65.10984,-59.35954
-65.32357,-59.586
-63.90352,-58.82834
-64.60393,-59.31731
-66.80964,-59.89284
-67.13066,-59.52601
-67.24276,-59.79704
-67.69819,-60.16905
-67.88455,-60.26577
-69.56783,-61.38824
-71.18033,-62.31106
-71.41631,-62.05353
-73.78534,-62.32424
-75.32386,-62.66524
-72.93339,-63.07374
-72.54424,-64.67839
-73.39536,-65.03897
-73.18789,-64.06402
-72.80481,-64.90355
-71.4829,-65.72449
-70.82456,-64.95914
-71.41117,-65.19267
-70.26962,-65.63189
-69.61151,-65.74037
-71.27949,-67.50871
-71.65516,-68.66451
-72.20016,-67.71758
-75.8329,-68.55097
-74.84207,-70.06925
-72.93435,-70.3304
-78.16946,-73.03867
-82.50089,-77.76322
-77.34999,-79.05466
-80.13924,-84.28529
-86.88376,-108.63165
-81.30184,-106.57313
-82.56418,-93.2467
-117.9689,-82.83051
-89.70102,-80.25127
-88.96358,-78.62404
-87.83555,-76.68853
-84.17233,-74.57938
-79.64754,-71.87287
-77.7321,-70.14518
-76.35381,-69.93308
-75.60648,-70.54289
-77.79475,-70.66335
-77.08885,-68.55745
-72.97687,-66.23722
-73.77106,-66.27426
-78.08333,-67.60928
-75.39292,-67.3266
-73.38123,-66.77015
-77.45179,-67.44088
-82.94856,-67.70368
-88.66715,-67.94448
-90.82816,-69.35824
-98.80259,-69.13246
-89.17007,-67.76756
-87.03612,-69.02841
-80.60504,-70.98199
-89.47684,-69.57351
-83.4839,-68.90087
-78.2631,-70.04999
-88.18373,-70.25332
-92.75069,-71.07648
-77.97439,-72.82663
-79.66146,-71.3247
-101.51019,-70.25376
-105.30269,-71.76505
-96.77503,-71.37125
-93.19375,-70.17884
-82.44558,-71.74081
-81.21492,-72.82048
-86.33388,-71.63816
-95.08957,-71.47775
-106.61059,-70.90854
-91.73668,-69.38025
-84.70237,-69.15385
-94.33619,-70.12367
-82.96487,-71.10511
-103.73931,-71.21392
-85.03441,-70.61168
-88.22563,-71.07701
-89.29138,-72.06734
-101.97233,-71.89843
-90.85925,-73.43995
-89.60818,-77.98455
-90.50388,-78.83572
-106.11007,-77.09628
-86.98322,-77.71601
-89.01877,-79.30029
-82.67067,-87.22995
-77.31388,-96.98517
-82.7624,-85.00639
-103.67703,-77.22148
-83.94594,-80.2037
-81.34568,-85.82095
-88.17654,-84.01577
-92.40357,-82.18281
-113.92387,-79.49448
-94.2664,-78.4447
-88.11714,-84.71627
-82.23464,-110.19197
-81.90258,-92.53878
-76.76824,-82.89347
-74.67798,-87.01903
-77.61605,-94.20091
-76.6093,-86.64236
-71.27813,-81.21398
-69.4389,-75.64776
-69.86875,-75.67705
-69.84319,-82.23503
-70.3652,-87.49724
-71.80724,-81.33967
-71.21288,-77.88777
-70.68104,-78.41249
-72.77552,-80.67888
-73.29076,-77.98787
-71.02728,-74.51534
-70.43218,-74.42746
-70.39765,-73.05306
-69.64535,-69.46417
-68.74878,-67.97378
-67.08242,-67.63957
-66.60076,-66.70963
-68.27943,-66.14401
-68.08151,-65.69922
-67.06434,-65.30931
-69.91355,-66.32583
-72.46723,-67.54147
-70.05647,-67.22043
-71.17802,-67.1881
-74.78459,-67.40408
-73.93009,-67.19069
-75.57853,-67.50047
-81.49106,-67.59578
-85.41481,-68.40947
-89.08722,-71.82098
-81.25476,-72.2538
-89.02515,-69.80912
-78.39788,-71.9499
-71.59979,-74.88456
-71.8691,-73.14227
-72.02412,-74.6856
-71.78735,-73.91033
-75.00378,-69.13868
-74.58936,-69.9077
-71.9621,-73.09423
-73.03856,-69.64158
-72.8743,-67.74041
-72.24525,-68.96203
-73.94127,-69.90682
-71.71606,-71.85209
-70.07405,-72.32721
-72.1123,-69.69177
-70.30256,-70.90705
-68.59606,-72.74633
-72.05795,-69.83245
-71.29418,-71.52161
-67.5753,-76.94429
-69.70364,-72.29696
-72.52788,-71.53787
-70.22389,-76.37583
-70.57913,-72.49032
-70.1735,-70.82673
-68.37105,-76.58449
-71.66492,-75.16427
-74.11458,-71.88513
-68.98616,-76.8784
-68.29785,-80.9138
-68.81953,-80.10542
-66.04349,-101.66263
-66.28442,-90.77032
